video,query_id,concept1,concept2,case_id,style,variant_index,query,expected_goal,expected_constraints,expected_output_format,corpus_status,seed,method,parsed_goal,parsed_focus,parsed_concepts,parsed_constraints,parsed_output_format,goal_correct,routeable,intent_correct,constraint_correct,constraint_count,format_correct,route,selected_indices,fscore,exact_fscore,query_relevance_or,query_relevance_and
P01,Room_Garden,Room,Garden,P01:Room_Garden:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下室内空间还有庭院绿地有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""建筑"", ""花园""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.46085050935797217,0.01492537313432836,0.18181818181818182,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:code_switch,code_switch,,只保留跟 Room 和 Garden 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""房间"", ""花园""]","[""Room"", ""Garden""]",{},images,True,True,True,,0,True,intent_selector,"[470, 473, 481, 1553, 1705, 1729, 1739, 1770, 1900, 1921, 1922, 1923, 1925, 1934, 1940, 1948, 1949, 1951, 1961, 1972, 1983, 1994, 2017, 2018, 2019, 2020, 2186, 2205, 2232, 2332, 2333, 2334, 2348, 2367, 2398, 2399, 2401, 2450, 2465, 2469, 2477, 2481, 2482, 2491, 2497, 2498, 2499, 2500, 2506, 2590, 2600, 2619, 2671, 2752, 2768]",0.4055237879864744,0.07462686567164178,0.6727272727272727,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:code_switch,code_switch,,只保留跟 Room 和 Garden 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""房间"", ""花园""]","[""Room"", ""Garden""]",{},images,True,True,True,,0,True,intent_selector,"[470, 473, 481, 1553, 1705, 1729, 1739, 1770, 1900, 1921, 1922, 1923, 1925, 1934, 1940, 1948, 1949, 1951, 1961, 1972, 1983, 1994, 2017, 2018, 2019, 2020, 2186, 2205, 2232, 2332, 2333, 2334, 2348, 2367, 2398, 2399, 2401, 2450, 2465, 2469, 2477, 2481, 2482, 2491, 2497, 2498, 2499, 2500, 2506, 2590, 2600, 2619, 2671, 2752, 2768]",0.4055237879864744,0.07462686567164178,0.6727272727272727,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:code_switch,code_switch,,只保留跟 Room 和 Garden 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""房间"", ""花园""]",[],{},images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.46085050935797217,0.01492537313432836,0.18181818181818182,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:code_switch,code_switch,,只保留跟 Room 和 Garden 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""房间"", ""花园""]",[],{},images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.46085050935797217,0.01492537313432836,0.18181818181818182,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:explicit_constraint,explicit_constraint,1.0,只剪出室内空间和庭院绿地有关的内容，控制在30秒左右。,semantic_extract,{'duration': 30},video,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""建筑"", ""花园""]","[""Room"", ""Garden""]","{""duration"": 30}",video,True,True,True,True,1,True,intent_selector,"[470, 473, 481, 1553, 1705, 1729, 1739, 1770, 1900, 1921, 1922, 1923, 1925, 1934, 1940, 1948, 1949, 1951, 1961, 1972, 1983, 1994, 2017, 2018, 2019, 2020, 2186, 2205, 2232, 2332, 2333, 2334, 2348, 2367, 2398, 2399, 2401, 2450, 2465, 2469, 2477, 2481, 2482, 2491, 2497, 2498, 2499, 2500, 2506, 2590, 2600, 2619, 2671, 2752, 2768]",0.4055237879864744,0.07462686567164178,0.6727272727272727,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:explicit_constraint,explicit_constraint,1.0,只剪出室内空间和庭院绿地有关的内容，控制在30秒左右。,semantic_extract,{'duration': 30},video,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""建筑"", ""花园""]","[""Building"", ""Garden""]","{""duration"": 30}",video,True,True,False,True,1,True,intent_selector,"[469, 470, 471, 473, 474, 475, 476, 477, 478, 480, 481, 548, 550, 551, 552, 554, 568, 570, 573, 577, 592, 595, 1323, 1369, 1384, 1389, 1391, 1392, 1487, 1508, 1510, 1515, 1516, 1517, 1518, 1519, 1520, 1521, 1524, 1525, 1526, 1529, 1629, 1713, 1716, 1722, 1729, 1733, 1739, 1743, 1769, 1887, 1900, 2612, 2613]",0.355265530002141,0.08955223880597014,0.09090909090909091,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:explicit_constraint,explicit_constraint,1.0,只剪出室内空间和庭院绿地有关的内容，控制在30秒左右。,semantic_extract,{'duration': 30},video,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""建筑"", ""花园""]",[],"{""duration"": 30}",video,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.46085050935797217,0.01492537313432836,0.18181818181818182,0.0
P01,Room_Garden,Room,Garden,P01:Room_Garden:explicit_constraint,explicit_constraint,1.0,只剪出室内空间和庭院绿地有关的内容，控制在30秒左右。,semantic_extract,{'duration': 30},video,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""建筑"", ""花园""]",[],"{""duration"": 30}",video,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.46085050935797217,0.01492537313432836,0.18181818181818182,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:terse_fragment,terse_fragment,,找校园和大洋水面,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]",{},video,True,True,True,,0,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:terse_fragment,terse_fragment,,找校园和大洋水面,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]",{},video,True,True,True,,0,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:terse_fragment,terse_fragment,,找校园和大洋水面,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""学校"", ""海洋""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:terse_fragment,terse_fragment,,找校园和大洋水面,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""学校"", ""海洋""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:spoken_filler,spoken_filler,,嗯，帮我看看校园的内容吧，另外大洋水面也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""diversity"": true}",video,True,True,True,True,1,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:spoken_filler,spoken_filler,,嗯，帮我看看校园的内容吧，另外大洋水面也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""diversity"": true}",video,True,True,True,True,1,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:spoken_filler,spoken_filler,,嗯，帮我看看校园的内容吧，另外大洋水面也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""学校"", ""海洋""]",[],"{""diversity"": true}",video,True,False,False,True,1,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:spoken_filler,spoken_filler,,嗯，帮我看看校园的内容吧，另外大洋水面也要，重复画面少一点。,semantic_extract,{'diversity': True},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""学校"", ""海洋""]",[],"{""diversity"": true}",video,True,False,False,True,1,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到教师和学习者集中开展教学的场所以及覆盖广阔区域的巨大咸水水体。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""教师"", ""学习者"", ""教学场景"", ""咸水湖""]","[""School"", ""Ocean""]",{},video,True,True,True,,0,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到教师和学习者集中开展教学的场所以及覆盖广阔区域的巨大咸水水体。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""教师"", ""学习者"", ""教学场景"", ""咸水湖""]","[""Lake""]",{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到教师和学习者集中开展教学的场所以及覆盖广阔区域的巨大咸水水体。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""教师"", ""学习者"", ""教学场景"", ""咸水湖""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:indirect_exclusion,indirect_exclusion,,我不需要完整概览，只想确认视频里哪些片段同时能看到教师和学习者集中开展教学的场所以及覆盖广阔区域的巨大咸水水体。,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""教师"", ""学习者"", ""教学场景"", ""咸水湖""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下校园还有大洋水面有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]",{},video,True,True,True,,0,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下校园还有大洋水面有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]",{},video,True,True,True,,0,,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下校园还有大洋水面有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""学校"", ""海洋""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:unpunctuated_chat,unpunctuated_chat,,麻烦帮我找下校园还有大洋水面有关的画面就行不用整段视频,semantic_extract,{},,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""学校"", ""海洋""]",[],{},video,True,False,False,,0,,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:code_switch,code_switch,,只保留跟 School 和 Ocean 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""output_format"": ""images""}",images,True,True,True,,0,True,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:code_switch,code_switch,,只保留跟 School 和 Ocean 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""output_format"": ""images""}",images,True,True,True,,0,True,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:code_switch,code_switch,,只保留跟 School 和 Ocean 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""学校"", ""海洋""]",[],"{""output_format"": ""images""}",images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:code_switch,code_switch,,只保留跟 School 和 Ocean 有关的镜头，输出关键帧。,semantic_extract,{},images,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""学校"", ""海洋""]",[],"{""output_format"": ""images""}",images,True,False,False,,0,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:explicit_constraint,explicit_constraint,0.0,把校园和大洋水面相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,Oracle-Intent,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""frame_count"": 12}",images,True,True,True,True,1,True,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:explicit_constraint,explicit_constraint,0.0,把校园和大洋水面相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,LLM-Ontology,semantic_extract,"[""学校"", ""海洋""]","[""School"", ""Ocean""]","{""frame_count"": 12}",images,True,True,True,True,1,True,intent_selector,"[549, 550, 552, 630, 634, 638, 647, 650, 655, 663, 677, 796, 836, 846, 869, 878, 917, 931, 963, 979, 981, 997, 1006, 1023, 1025, 1059, 1063, 1066, 1157, 1180, 1181, 1189, 1261, 1309, 1371, 1372, 1377, 1382, 1384, 1389, 1411, 1439, 1440, 1450, 1452, 1453, 1459, 1460, 1487, 1492, 1514, 1522, 1524, 1535, 1713]",0.4514259448776653,0.0,0.0,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:explicit_constraint,explicit_constraint,0.0,把校园和大洋水面相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,Rule-Canonical-Lexicon,semantic_extract,"[""学校"", ""海洋""]",[],"{""frame_count"": 12}",images,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
P01,School_Ocean,School,Ocean,P01:School_Ocean:explicit_constraint,explicit_constraint,0.0,把校园和大洋水面相关内容整理成12张关键帧图片。,semantic_extract,{'frame_count': 12},images,researcher-simulated stress-test corpus; not real-user data,20260720,No-Intent-Visual,semantic_extract,"[""学校"", ""海洋""]",[],"{""frame_count"": 12}",images,True,False,False,True,1,True,visual_fallback,"[2782, 2781, 2780, 2779, 2778, 915, 917, 914, 918, 916, 2777, 919, 1962, 1391, 1963, 1801, 1390, 979, 920, 923, 828, 1466, 977, 1699, 1607, 827, 1647, 978, 1389, 1802, 1551, 1606, 2529, 1536, 1058, 1345, 1795, 1964, 1337, 2775, 1336, 1349, 1544, 1700, 924, 1346, 2499, 775, 569, 882, 1392, 1550, 1597, 1347, 714]",0.4576592170931792,0.0,0.01818181818181818,0.0
